clause,section,page,source_pdf
The Rent Authority shall have all the powers as are vested in a Power and Page 17 of 28,section,17,Model-Tenancy-Act-English-02_06_2021.pdf
Rent Court under this Act in respect of any proceedings initiated procedure of Rent Authority.,section,18,Model-Tenancy-Act-English-02_06_2021.pdf
(1) Any person aggrieved by the order of the Rent Authority may Appeals.,section,18,Model-Tenancy-Act-English-02_06_2021.pdf
prefer an appeal to the Rent Court having territorial jurisdiction.,section,18,Model-Tenancy-Act-English-02_06_2021.pdf
(2) The appeal under sub-section (1) shall be preferred within a period of thirty days from the date of the order of the Rent Authority.,section,18,Model-Tenancy-Act-English-02_06_2021.pdf
"The District Collector or District Magistrate shall, with the previous approval of the State Government/ Union territory Rent Court Administration, appoint Additional Collector or Additional District Magistrate or an officer of equivalent rank, to be the Rent Court for the purposes of this Act, within his jurisdiction.",section,18,Model-Tenancy-Act-English-02_06_2021.pdf
"The State Government/ Union territory Administration may, in consultation with the jurisdictional High Court, may by notification, Rent Tribunal appoint District Judge or Additional District Judge as Rent Tribunal in each district.",section,18,Model-Tenancy-Act-English-02_06_2021.pdf
"(1) Save as provided in this section, nothing contained in the Code of Civil Procedure, 1908 shall apply to the Rent Courts and Procedure to be 5 of followed in Rent Rent Tribunals, which shall be guided by the principles of natural 1908 Court and Rent justice and shall have power to regulate their own procedure in the Tribunal.",section,18,Model-Tenancy-Act-English-02_06_2021.pdf
"following manner, namely:–– (a) the landlord or the tenant may file an application or appeal before the Rent Court or, as the case may be, the Rent Tribunal accompanied by affidavit and documents, if any;",section,18,Model-Tenancy-Act-English-02_06_2021.pdf
"(b) the Rent Court or, as the case may be, the Rent Tribunal shall then issue notice to the opposite party, accompanied by copies of application or appeal, affidavit and documents;",section,18,Model-Tenancy-Act-English-02_06_2021.pdf
"(e) the Rent Court or, as the case may be, the Rent Tribunal shall fix a date of hearing and may hold such summary inquiry as it deems necessary.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"(2) The Rent Court or, as the case may be, the Rent Tribunal shall endeavor to dispose the case as expeditiously as possible, not exceeding a period of sixty days from the date of receipt of the application or appeal: Provided that",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"where any such application or, as the case may be, appeal could not be disposed of within the said period of sixty days, the Rent Court or the Rent Tribunal shall record its reasons in writing for not disposing of the application or appeal within that period.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"(3) In every application or appeal, before the Rent Court or the Rent Tribunal, the evidence of a witness shall be given by affidavit: Provided that",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"the Rent Court or, as the case may be, the Rent Tribunal may, where it appears to it that it is necessary in the interest of justice to call a witness for examination or cross-examination, order attendance of such witness to be present for examination or cross-examination.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"5 of (4) The provisions of the Code of Civil Procedure, 1908 regarding 1908 service of summons shall be applicable mutatis mutandis for service of notice by the Rent Court or Rent Tribunal.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"(6) The Rent Authority or Rent Court or the Rent Tribunal as the case may be, shall not allow more than three adjournments at the request of a party throughout the proceedings and in case of reasonable and sufficient cause to do so, it shall record the reasons for the same in writing and order the party requesting adjournment to pay a reasonable cost.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"(7) Every application under clauses (a), (b), (e), (f) and (g) of sub- section (2) of section 21 or under section 22 shall be decided within ninety days from the date of filing of such application in the Rent Court.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
(8) The Rent Court shall decide every application filed under clause (c) and (d) of sub-section (2) of section 21 within thirty days from the date of filing of such application.,section,19,Model-Tenancy-Act-English-02_06_2021.pdf
"(1) The Rent Court and the Rent Tribunal shall, for discharging Powers of Rent their functions under this Act, have the same powers as are vested in Court and Rent 5 of Tribunal.",section,19,Model-Tenancy-Act-English-02_06_2021.pdf
(j) revision of orders and decisions of Rent Authority and Rent Court and;,section,20,Model-Tenancy-Act-English-02_06_2021.pdf
"(2) Any proceedings before the Rent Court or Rent Tribunal shall be deemed to be a judicial proceeding within the meaning of section 193 and 228, and for the purpose of section 196, of the Indian Penal 45 of 1860.",section,20,Model-Tenancy-Act-English-02_06_2021.pdf
"1974 (3) For the purposes of holding any inquiry or discharging any duty under this Act, the Rent Court may,–– (a) after giving not less than twenty-four hours notice in writing, enter and inspect or authorise any officer, subordinate to it, to enter and inspect, any premises at any time between sunrise and sunset;",section,20,Model-Tenancy-Act-English-02_06_2021.pdf
"(4) The Rent Court may, if it thinks fit, appoint one or more persons having special knowledge of the matter under consideration as an assessor or valuer to advise it in the proceeding before it.",section,20,Model-Tenancy-Act-English-02_06_2021.pdf
"(5) Any clerical or arithmetical mistake in any order passed by the Rent Court or any other error arising out of any accidental omission may, at any time, be corrected by the Rent Court on an application received by it in this behalf from any of the parties or otherwise.",section,20,Model-Tenancy-Act-English-02_06_2021.pdf
"(7) An order made by a Rent Court or an order passed in appeal or revision, or review under this Chapter shall be executable by the Page 20 of 28",section,20,Model-Tenancy-Act-English-02_06_2021.pdf
"Rent Court as a decree of a civil court and for this purpose, the Rent Court shall have the powers of a civil court.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
(8) The Rent Court may set aside any order passed ex-parte if the aggrieved party files an application and satisfies it that notice was not duly served or that he was prevented by any sufficient cause from appearing when the case was taken up for hearing.,s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(9) Save as otherwise expressly provided in this Act, every order made by the Rent Court shall, subject to decision in appeal, be final and shall not be called in question in any original suit, application or execution proceedings.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(1) Any person aggrieved by an order passed by the Rent Court, Appeal to Rent may prefer an appeal along with a certified copy of such order to the Tribunal.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"jurisdictional Rent Tribunal within the local limits of which the premises is situated, within a period of thirty days from the date of that order.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(2) The Rent Tribunal, upon filing an appeal under sub-section (1) shall serve notice, along with a copy of appeal to the respondent and fix a hearing not later than thirty days from the date of service of notice of appeal on the respondent and the appeal shall be disposed of within a period of sixty days from such date of service.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(3) Where the Rent Tribunal considers it necessary in the interest of arriving at a just and proper decision, it may allow documents at any stage of the proceedings in appeal: Provided that",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(4) The Rent Tribunal may, in its discretion, pass such interlocutory order during the pendency of the appeal, as it may deem fit.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(5) While deciding the appeal, the Rent Tribunal may, after recording reasons therefor, confirm, set aside or modify the order passed by a Rent Court.",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
"(1) The Rent Court shall, on an application filed by any party, execute an order of a Rent Court or a Rent Tribunal or any other Execution of order made under this Act, in such manner as may be prescribed, order by–– Page 21 of 28",s.,21,Model-Tenancy-Act-English-02_06_2021.pdf
(a) delivering possession of the premises to the person in whose favour the decision has been made;,s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
or (c) appointing any advocate or any other competent person including officers of the Rent Court or local administration or local body for the execution of such order.,s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
(2) The Rent Court may take the help from the Local Government or local body or the local police for the execution of the final orders: Provided that,s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
no applicant shall obtain police help unless he pays such costs as may be decided by the Rent Court.,s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
"(3) The Rent Court shall conduct the execution proceedings, in relation to its order or an order of a Rent Tribunal or any other order passed under this Act, in a summary manner and dispose of the application for execution made under this section within a period of thirty days from the date of service of notice on opposite party.",s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
"The State Government/Union territory Administration may, in Officers and consultation with the Rent Authority or Rent Court or Rent Tribunal, other employees determine the nature and categories of officers and other employees of Rent Authority, as it considers necessary and appoint such officers and other Rent Court and Rent Tribunal.",s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
(2) The jurisdiction of the Rent Court shall be limited to tenancy agreement submitted to it as specified in the First Schedule and shall not extend to the question of title or ownership of premises.,s.,22,Model-Tenancy-Act-English-02_06_2021.pdf
"1870 respect of applications or appeals to be presented before the Rent Authority or Rent Court or Rent Tribunal, as the case may be.",s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
"(2) For the purposes of computation of court fees, the application for recovery of possession made to the Rent Court and the memorandum of appeals presented before the Rent Tribunal, shall be deemed to be a suit between the landlord and the tenant.",s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
(3) The court fees for the application filed before the Rent Authority shall be same as that of an interlocutory application presented in a civil court.,s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
"Every member of Rent Authority, Rent Court and Rent Tribunal Members, etc., to 45 of appointed under this Act shall be deemed to be a public servant be public 1860 within the meaning of section 21 of the Indian Penal Code.",s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
"No suit, prosecution or other legal proceeding shall lie against Protection of any person, Rent Authority, Rent Court or Rent Tribunal in respect of action taken in good faith.",s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
"(2) In particular and without prejudice to the generality of the foregoing power, such rules may provide for all or any of the following matters, namely:–– (a) the form and manner of digital platform to be put in place by the Rent Authority in the local vernacular language or the language of the State/Union territory for enabling submissions of documents under sub- section (3) of section 4;",s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
"(b) the manner of payment of rent and other charges to the landlord by the tenant by postal money order or any other method and the manner of deposit of rent and other charges with the Rent Authority on refusal by landlord to accept the same under sub-section (1) and the manner of deposit of rent with the Rent Authority under sub-section (2), of section 14;",s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
(c) manner of making an application for the recovery of possession of the premises under sub-section (2) of section 21;,s.,23,Model-Tenancy-Act-English-02_06_2021.pdf
(d) form and manner of making an application for the recovery of possession of the premises under sub- section (1) of section 22;,section,24,Model-Tenancy-Act-English-02_06_2021.pdf
(e) rate of interest payable to the tenant where the landlord fails to make refund under sub-section (2) of section 24;,section,24,Model-Tenancy-Act-English-02_06_2021.pdf
(f) the form and manner of filing application by the landlord before the Rent Court for obtaining possession of the premises let out on rent for erecting building under sub- section (1) of section 27;,section,24,Model-Tenancy-Act-English-02_06_2021.pdf
(g) the form of filing application before Rent Court and appeal before the Rent Tribunal under sub-section (5) of section 35;,section,24,Model-Tenancy-Act-English-02_06_2021.pdf
(i) the manner of execution of an order of a Rent Court or a Rent Tribunal or any other order made under this Act under sub-section (1) of section 38;,section,24,Model-Tenancy-Act-English-02_06_2021.pdf
"(1) The State/Union territory Rent Control Act, which is in force Repeal and immediately before the commencement of this Act, is hereby savings.",section,24,Model-Tenancy-Act-English-02_06_2021.pdf
"(2) Notwithstanding such repeal, all cases and other proceedings under the said State/Union territory Rent Control Act pending, at the commencement of this Act, shall be continued and disposed of in accordance with the provisions of the said State/Union territory Rent Control Act, as if that Act had continued to be in force and this Act had not been enacted.",section,25,Model-Tenancy-Act-English-02_06_2021.pdf
"THE FIRST SCHEDULE [See section 4(1)] FORM FOR INFORMATION OF TENANCY To, The Rent Authority ___________________ ________________ (Address) 1.",section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Name and address of the landlord : _____________________ 2.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
"Name(s) and address of the tenant, including : _____________________ email and contact details, 4.",section,26,Model-Tenancy-Act-English-02_06_2021.pdf
"Description of previous tenancy, if any : _____________________ 5.",section,26,Model-Tenancy-Act-English-02_06_2021.pdf
"Description of premises let to the tenant : _____________________ including appurtenant land, if any 6.",section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Date from which possession is given to the : _____________________ tenant 7.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Rent payable as in section 8 : _____________________ 8.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Furniture and other equipment provided to the : _____________________ tenant 9.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Attach rent or lease or tenancy agreement : _____________________ 11.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Duration of tenancy (Period for which let) : _____________________ 12.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Permanent Account Number (PAN) of landlord: : _____________________ 13.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Mobile Number & E-mail id of landlord : ___________________ (if available) 15.,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Permanent Account Number (PAN)of tenant : _____________________ Page 26 of 28,section,26,Model-Tenancy-Act-English-02_06_2021.pdf
Mobile Number & E-mail id : _____________________________ of tenant 18.,section,27,Model-Tenancy-Act-English-02_06_2021.pdf
Mobile Number & E-mail id of : _____________________________ Property Manager (if any) Name and signature of landlord Name and signature of tenant Photograph of Photograph of tenant landlord Enclosed: 1.,section,27,Model-Tenancy-Act-English-02_06_2021.pdf
Self-attested copies of PAN and Aadhaar of landlord.,section,27,Model-Tenancy-Act-English-02_06_2021.pdf
Self-attested copies of PAN and Aadhaar of tenant.,section,27,Model-Tenancy-Act-English-02_06_2021.pdf
"THE SECOND SCHEDULE [See section 15 (1)] DIVISION OF MAINTENANCE RESPONSIBILITY BETWEEN THE LANDLORD AND THE TENANTS Unless otherwise agreed in the tenancy agreement, the landlord shall be responsible for repairs relating to matters falling under Part A and the tenant shall be responsible for matters falling under Part B.",section,28,Model-Tenancy-Act-English-02_06_2021.pdf
Structural repairs except those necessitated by damage caused by the tenant.,section,28,Model-Tenancy-Act-English-02_06_2021.pdf
Maintenance of gardens and open spaces let out to or used by the tenant.,section,28,Model-Tenancy-Act-English-02_06_2021.pdf
"XVIII] 1 THE MAHARASHTRA RENT CONTROL ACT, 1999 [Text as on 7th March 2025] __________ CONTENTS PREAMBLE.",s.,1,eng_maharashtra_rent_control_ac.pdf
"Power of State Government to issue orders in respect of premises belonging to local authority, etc.",s.,1,eng_maharashtra_rent_control_ac.pdf
Provisions with regard to standard rent not to apply to certain premises.,s.,1,eng_maharashtra_rent_control_ac.pdf
Court may fix standard rent and permitted increase in certain cases.,s.,1,eng_maharashtra_rent_control_ac.pdf
No applications for standard rent in certain circumstances.,s.,1,eng_maharashtra_rent_control_ac.pdf
"Increase in rent annually and on account of improvement, etc., special addition, etc., and special or heavy repairs.",s.,1,eng_maharashtra_rent_control_ac.pdf
"Increase in rent on account of payment of rates, etc.",s.,1,eng_maharashtra_rent_control_ac.pdf
Landlords’ duty to keep premises in good repair.,s.,1,eng_maharashtra_rent_control_ac.pdf
No ejectment ordinarily to be made if tenant pays or is ready and willing to pay standard rent and permitted increases.,s.,1,eng_maharashtra_rent_control_ac.pdf
Tenants’ right to give notice to landlord of his intention to occupy tenement in new building.,s.,1,eng_maharashtra_rent_control_ac.pdf
Landlord to intimate to tenant date of completion and tenant’s right to occupy premises in new building.,s.,1,eng_maharashtra_rent_control_ac.pdf
"2 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",s.,2,eng_maharashtra_rent_control_ac.pdf
Recovery of possession in case of tenancy created during service period.,s.,2,eng_maharashtra_rent_control_ac.pdf
"Members of armed forces of the Union, scientists or their successor-in-interest entitled to recover possession of premises required for their occupation.",s.,2,eng_maharashtra_rent_control_ac.pdf
Landlord entitled to recover possession of premises given on licence on expiry.,s.,2,eng_maharashtra_rent_control_ac.pdf
Certain sub-tenants to become tenants on determination of tenancy.,s.,2,eng_maharashtra_rent_control_ac.pdf
In absence of contract tenant not to sub-let or transfer or to give on licence.,s.,2,eng_maharashtra_rent_control_ac.pdf
State Government or Government allottee to become tenant of premises requisitioned or continued under requisition.,s.,2,eng_maharashtra_rent_control_ac.pdf
Landlord not to cut-off or withhold essential supply or service.,s.,2,eng_maharashtra_rent_control_ac.pdf
Definition of landlord for the purpose of Chapter VIII.,s.,2,eng_maharashtra_rent_control_ac.pdf
Special provision for making application to Competent Authority by landlord to evict tenant or licensee.,s.,2,eng_maharashtra_rent_control_ac.pdf
Effect of refusal or failure to comply with order of eviction.,s.,2,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 3 48.",Section,3,eng_maharashtra_rent_control_ac.pdf
Right of tenant and landlord to receive lawful charges.,Section,3,eng_maharashtra_rent_control_ac.pdf
"4 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",Section,4,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 5 MAHARASHTRA ACT No.",Section,5,eng_maharashtra_rent_control_ac.pdf
"XVIII OF 20001 [THE MAHARASHTRA RENT CONTROL ACT, 1999.] [This Act received the assent of the President on the 8th March 2000;",Section,5,eng_maharashtra_rent_control_ac.pdf
"assent was first published in the Maharashtra Government Gazette, Part-IV, on the 10th March 2000.] An Act to unify, consolidate and amend the law relating to the control of rent and repairs of certain premises and of eviction and for encouraging the construction of new houses by assuring a fair return on the investment by landlords and to provide for the matters connected with the purposes aforesaid.",Section,5,eng_maharashtra_rent_control_ac.pdf
"WHEREAS it is expedient to unify, consolidate and amend the laws prevailing in the different parts of the State relating to the control of rents and repairs of certain premises and of eviction and for encouraging the construction of new houses by assuring a fair return and to provide for the matters connected with the purposes aforesaid;",Section,5,eng_maharashtra_rent_control_ac.pdf
"Short title, extent and commencement.— (1) This Act may be called the Maharashtra Rent Control Act, 1999.",Section,5,eng_maharashtra_rent_control_ac.pdf
"Application.— (1) This Act shall, in the first instance, apply to premises let for the purposes of residence, education, business, trade or storage in the areas specified in Schedule I and Schedule II.",Section,5,eng_maharashtra_rent_control_ac.pdf
"(2) Notwithstanding anything contained in sub-section (1),it shall also apply in the premises or, as the case may be, houses let out in the areas to which the Bombay Rents, Hotel and Lodging House Rates Control Act, 1947 (Bom.",Section,5,eng_maharashtra_rent_control_ac.pdf
"LVII of 1947) or the Central Provinces and Berar Letting of Houses and Rent Control Order, 1949 issued under the Central Provinces and Berar Regulation of Letting of Accommodation Act, 1946 (C.",Section,5,eng_maharashtra_rent_control_ac.pdf
"and Berar Act XI of 1946) and Hyderabad Houses (Rent, Eviction and Lease) Control Act, 1954 (Hyd.",Section,5,eng_maharashtra_rent_control_ac.pdf
"XX of 1954) were extended and applied before the date of commencement of this Act and such premises or houses continue to be so let on that date in such areas which are specified in Schedule I to this Act, notwithstanding that the area ceases to be of the description therein specified.",Section,5,eng_maharashtra_rent_control_ac.pdf
(3) It shall also apply to the premises let for the purposes specified in sub-section (1) in such of the cities or towns as specified in Schedule II.,Section,5,eng_maharashtra_rent_control_ac.pdf
(b) this Act shall apply to any premises let for any or all purposes specified in sub-section (1) in the areas other than those specified in Schedule I and Schedule II.,Section,5,eng_maharashtra_rent_control_ac.pdf
"Exemption.— (1) This Act shall not apply,— (a) to any premises belonging to the Government or a local authority or apply as against the Government to any tenancy, licence or other like relationship created by a grant from or a licence given by the Government in respect of premises requisitioned or taken on lease or on licence by the Government, including any premises taken on behalf of the Government on the basis of 1 For Statement of Objects and Reasons of the L.",Section,5,eng_maharashtra_rent_control_ac.pdf
"6 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,6,eng_maharashtra_rent_control_ac.pdf
"XVIII tenancy or of licence or other or other like relationship by, or in the name of any officer subordinate to the Government authorised in this behalf;",section,6,eng_maharashtra_rent_control_ac.pdf
"but it shall apply in respect of premises let, or given on licence, to the Government or a local authority or taken on behalf of the Government on such basis by, or in the name of such officer;",section,6,eng_maharashtra_rent_control_ac.pdf
"(b) to any premises let or sub-let to banks, or any Public Sector Undertakings or any Corporation established by or under any Central or State Act, or foreign missions, international agencies, multinational companies, and private limited companies and public limited companies having a paid up share capital of rupees one crore or more.",section,6,eng_maharashtra_rent_control_ac.pdf
"(2) The State Government may direct that all or any of the provisions of this Act, shall, subject to such conditions and terms, as it may specify, not apply— (i) to premises used for public purpose of a charitable nature or to any class of premises used for such purpose;",section,6,eng_maharashtra_rent_control_ac.pdf
(ii) to premises held by a public trust for a religious or charitable purpose and let at a nominal or concessional rent;,section,6,eng_maharashtra_rent_control_ac.pdf
(iii) to premises held by a public trust for a religious or charitable purpose and administered by a local authority;,section,6,eng_maharashtra_rent_control_ac.pdf
or (iv) to premises belonging to or vested in an university established by any law for the time being force: Provided that,section,6,eng_maharashtra_rent_control_ac.pdf
", before issuing any direction under this sub-section, the State Government shall ensure that the tenancy rights of the existing tenants are not adversely affected.",section,6,eng_maharashtra_rent_control_ac.pdf
"(3) The expression “premises belonging to the Government or a local authority” in sub-section (1) shall, notwithstanding anything contained in the said sub-section or in any judgement, decree or order of a court, not include a building erected on any land held by any person from the Government or a local authority under an agreement, lease, licence or other grant, although having regard to the provisions of such agreement, lease, licence or grant, the building so erected may belong or continue to belong the Government or the local authority, as the case may be, and such person shall be entitled to create a tenancy in respect of such building or a part thereof.",section,6,eng_maharashtra_rent_control_ac.pdf
"Power of State Government to issue orders in respect of premises belonging to local authority, etc.— Notwithstanding anything contained in this Act, the State Government may from time to time, by general or special order, direct that the exemption granted to a local authority under sub-section (1) of section 3 shall be subject to such conditions and terms as it may specify either generally or specially in any particular case, as the State Government may in its discretion determine.",section,6,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 7 6.",section,7,eng_maharashtra_rent_control_ac.pdf
"Provisions with regard to standard rent not to apply to certain premises.— Notwithstanding anything contained in this Act, from the commencement of this Act, the provisions relating to standard rent and permitted increases shall not apply to any premises let to or given on licence in a building, whether newly constructed or otherwise where such premises were not let or given on licence for a continuous period of one year: Provided that",section,7,eng_maharashtra_rent_control_ac.pdf
", nothing in this section shall apply to,— (a) the premises referred to in sections 20 and 21;",section,7,eng_maharashtra_rent_control_ac.pdf
"(b) the premises which are constructed or reconstructed in any housing scheme, undertaken by Government or the Maharashtra Housing and Area Development Authority or by any of its Boards established under section 18 of the Maharashtra Housing Area Development Act, 1976 (Mah.",section,7,eng_maharashtra_rent_control_ac.pdf
"(2) “Government allottee”,— (a) In relation to any premises requisitioned or continued under requisition which are allotted the State Government for any non-residential purpose to any Department or office of the State Government or Central Government or any public sector undertaking or corporation owned or controlled fully or partly by the State Government or any Co- operative Society registered under the Maharashtra Co-operative Societies Act, 1960 (Mah.",section,7,eng_maharashtra_rent_control_ac.pdf
"XXIV of 1961) or any foreign consulate, by whatever name called, and on the 7th December 1996, being the date of coming into force of the Bombay Rents, Hotel and Lodging House Rates Control, Bombay Rents, Hotel and Lodging House Rates Control, Bombay Land Requisition and Bombay Government Premises (Eviction) (Amendment) Act, 1996 (Mah.",section,7,eng_maharashtra_rent_control_ac.pdf
"and (b) in relation to any premises requisitioned or continued under requisition which were allotted by the State Government for residential purpose to any person and on the 7th December 1996, being the date of coming into force of the Bombay Rents, Hotel and Lodging House Rates Control, Bombay Land Requisition and Bombay Government Premises (Eviction) (Amendment) Act, 1996 (Mah.",section,7,eng_maharashtra_rent_control_ac.pdf
"such person or his legal heir was in occupation or possession of such premises for his or such legal heir’s own residence, means such person or legal heir;",section,7,eng_maharashtra_rent_control_ac.pdf
"(3) “Landlord” means any person who is for the time being, receiving, or entitled to receive rent in respect of any premises whether on his own account or on account or on behalf, or for the benefit, of any other person or or as a trustee, guardian, or receiver, for any other person or who would so receive the rent or be entitled to receive the rent if the premises were let to a tenant;",section,7,eng_maharashtra_rent_control_ac.pdf
"and includes any person not being a tenant who from time to time derives title under a landlord, and further includes in respect of his sub-tenant, a tenant who has sub-let any premise;",section,7,eng_maharashtra_rent_control_ac.pdf
"and also includes, in respect of a licensee deemed to be a tenant under the provisions of the Bombay Rents, Hotel and Lodging House Rates Control Act, 1947 (Bom.",section,7,eng_maharashtra_rent_control_ac.pdf
"LVII of 1947), the licensor who has given premises on licence and in respect of the State Government, or as the case may be, the Government allottee referred to in sub-clause (b) of clause (2) deemed to be a tenant by section 27 the person who was entitled to receive the rent if the premises were let to a tenant immediately before the 7th December 1996, that is before the coming into force of the Bombay Rents, Hotel and Lodging House Rates Control, Bombay Land Requisition and the Bombay Government Premises (Eviction) (Amendment) Act, 1996 (Mah.",section,7,eng_maharashtra_rent_control_ac.pdf
"8 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",s.,8,eng_maharashtra_rent_control_ac.pdf
"XVIII (5) “Licensee” in respect of any premises or any part thereof, means the person who is in occupation of the premises or such part, as the case may be, under a subsisting agreement for a licence given for a licence fee or charge;",s.,8,eng_maharashtra_rent_control_ac.pdf
"and includes any person in such occupation of any premises or part thereof in a building vesting in or leased to a Co-operative Housing society registered or deemed to be registered under the Maharashtra Co-operative Societies Act, 1960 (Mah.",s.,8,eng_maharashtra_rent_control_ac.pdf
"and the expressions “licence”, “licensor” and “premises given on license” shall be construed accordingly;",s.,8,eng_maharashtra_rent_control_ac.pdf
"(7) “paying guest” means a person, not being a member of the family, who is given a part of the premises, in which the licensor resides, on licence;",s.,8,eng_maharashtra_rent_control_ac.pdf
(8) “permitted increase” means an increase in rent permitted under the provisions of this Act;,s.,8,eng_maharashtra_rent_control_ac.pdf
"(9) “premises” means any building or part of a building let or given on licence separately (other than a farm building) including,— 1 This Act has been repealed by the Bombay Provincial Municipal Corporations (Amendment) and the city of Nagpur Corporation (Repeal) Act, 2011 (Mah.",s.,8,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 9 (i) the gardens, grounds, garages and out-houses, if any, appurtenant to such building or part of a building, (ii) any fitting affixed to such building or part of a building for the more beneficial enjoyment thereof, but does not include a room or other accommodation in a hotel or lodging house;",section,9,eng_maharashtra_rent_control_ac.pdf
"(10) “premises requisitioned or continued under requisition” means the premises requisitioned or continued under requisition under the 1Bombay Land Requisition Act, 1948 (Bom.",section,9,eng_maharashtra_rent_control_ac.pdf
"(14) “standard rent” in relation to any premises means,— (a) where the standard rent is fixed by the Court or, as the case may be, the Controller under the Bombay Rents Restriction Act, 1939 (Bom.",section,9,eng_maharashtra_rent_control_ac.pdf
"LVII of 1947), or the Central Provinces and Berar Letting of Houses and Rent Control Order, 1949 issued under the Central Provinces and Berar Regulation of Letting of Accommodation Act, 1946 (C.",section,9,eng_maharashtra_rent_control_ac.pdf
"XI of 1946), or the Hyderabad Houses (Rent, Eviction and Lease) Control Act, 1954 (Hyd.",section,9,eng_maharashtra_rent_control_ac.pdf
"XX of 1954), such rent plus an increase of 5 per cent., in the rent so fixed;",section,9,eng_maharashtra_rent_control_ac.pdf
"or (b) where the standard rent or fair rent is not so fixed, then subject to the provisions of sections 6 and 8,— (i) the rent at which the premises were let on the 1st day of October 1987;",section,9,eng_maharashtra_rent_control_ac.pdf
"or (ii) where the premises were not let on the 1st day of October 1987 or the rent at which they were last let before that day, plus increase of 5 per cent.",section,9,eng_maharashtra_rent_control_ac.pdf
"in the rent of the premises let before the 1st day of October 1987, or (c) in any of the cases specified in section 8, the rent fixed by the Court;",section,9,eng_maharashtra_rent_control_ac.pdf
"(15) “tenant” means any person by whom or on whose account rent is payable for any premises and includes,— (a) such person,— (i) who is a tenant, or (ii) who is a deemed tenant, or (iii) who is a sub-tenant as permitted under a contract or by the permission or consent of the landlord, or (iv) who has derived title under a tenant, or (v) to whom interest in premises has been assigned or transferred as permitted, by virtue of, under the provisions of, any of the repealed Acts;",section,9,eng_maharashtra_rent_control_ac.pdf
(b) a person who is deemed to be a tenant under section 25;,section,9,eng_maharashtra_rent_control_ac.pdf
(c) a person to whom interest in premises has been assigned or transferred as permitted under section 26;,section,9,eng_maharashtra_rent_control_ac.pdf
"(d) in relation to any premises, when the tenant dies, whether the death occurred before or after the commencement of this Act, any member of the tenant’s family, who,— 1 The short title of this Act has been amended as “Maharashtra Land Requisition Act” by Mah.",section,9,eng_maharashtra_rent_control_ac.pdf
"10 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,10,eng_maharashtra_rent_control_ac.pdf
